Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
BR1-EC_bRNA_1	32.518244458492816	32.73090523702056	32.80570615120684	36.27094785394106	36.191446688170906	36.179576939792135	36.196297616117306	36.15799798849132	37.94950393024556	37.94568247882955	37.942113265040554	39.38356690590863	39.36433740588434	39.360896609449775	39.339798220284244	39.226938755726565	39.229197749981	39.097459070751626	38.9593340246053	38.937898099161266	38.90112468560176	38.837343074650725	38.71180118937873	38.64108868862556	38.60129450006711	38.4914376596622	38.46944917994418	38.65681844148965	38.628250549892726	38.516949855633705	38.47179404847794	38.341460609585766	38.170967689648634	38.00476066951801	37.80596170394743	37.54580556631289	37.26925040813316	36.96820149197867	36.56390574339191	36.26681412774682	36.02617823031049	35.6532131205351	34.702555247437985	35.0500838408071	34.86533384896347	34.601149467910616	34.353666575911966	34.108211689181786	33.90347866408482	33.77056932772879	33.676026386720324	33.571581197097565	33.485868935718415	33.49944938285536	33.71020598635932
BR1-EC_bRNA_2	32.495393225873	32.61943822621959	32.6353217978056	36.02218292276446	35.986637704705046	35.98437554609804	36.02195680444906	35.981580354292845	37.64491378032881	37.717574799606666	37.73946824111705	39.2610668778903	39.172470484243945	39.14045801463345	39.12590844908708	38.9395047136168	38.91055499674977	38.91370947217677	38.93031819558719	38.892350914105876	38.81913684286949	38.73619138210155	38.74120776670923	38.67020876915184	38.58756805992607	38.453351771585986	38.28291893203611	38.23162460721513	38.15545245009402	37.222322087496906	37.32143818468427	37.836467707917	37.69769098809817	37.55847248860112	37.39881822658954	37.257842742190356	37.23823223082299	37.03927313853768	36.67607026221732	36.39214891882301	36.10153371455618	35.75250716583005	35.35787937101746	35.03801061120261	34.828275080501726	34.58382291639935	34.33961184106737	34.13041972450341	33.94040618638379	33.76792619299583	33.597397237383355	33.55237879184989	33.57009044636809	33.603774535278106	33.80732464951072
BR2-EC_bRNA_1	32.49143176226739	32.70461861682452	32.78033181671848	36.260228363268	36.1772268024495	36.1611338419493	36.17409224698088	36.13181652903681	37.91709314111709	37.9111199560941	37.90737079534188	39.334327408070294	39.31779838334788	39.314968742315166	39.291741842409756	39.178185419835486	39.18052518393	39.045686049218816	38.903350085989075	38.879562387219885	38.83698771781877	38.768692110230255	38.63357973643738	38.55492428427858	38.50743630077666	38.390240318693756	38.36520244266398	38.554965122304054	38.52011588427041	38.39463423553974	38.33661815607955	38.1922077607837	38.00391124510091	37.819000370098834	37.60012763970627	37.32458971386916	37.02599413067975	36.708507688458724	36.28911938085932	35.98189424603248	35.7393860701412	35.36781640501668	34.42961757881118	34.78506648870422	34.61683746319031	34.37502744552207	34.149575345854366	33.92368163142817	33.73974246919675	33.62443823445028	33.544728996211255	33.44983502943377	33.370114474556075	33.38855575292031	33.61304240111836
BR2-EC_bRNA_2	32.39608031530283	32.49870369797858	32.522045639198566	35.903541755653364	35.87922955793523	35.86753494711021	35.91403045351445	35.86485993484975	37.51594021609293	37.58163346146881	37.60512981984786	39.10490792831545	39.02126789023153	38.993411655468435	38.97602123196981	38.788224656366594	38.75756537000156	38.75879807080693	38.77244531964558	38.73423209104871	38.65380250627024	38.56249089642845	38.564608004318714	38.48969754837916	38.39953445490886	38.25313745515584	38.06770975031383	38.00422378057914	37.91853529041006	36.96056360006561	37.05154342201544	37.56022724729766	37.40616875226161	37.24246240973715	37.062225862951685	36.913390208370345	36.89417198540076	36.68216661289958	36.30775669175058	36.01363952635916	35.72029605435769	35.374820674869255	34.98913017095184	34.6824270266211	34.493327511561624	34.27592295293222	34.057721304619115	33.87399578496858	33.70686365189047	33.555655196958554	33.39726215141174	33.36668335919642	33.399589400013724	33.44657089393574	33.68002609542029
BR3-EC_bRNA_1	32.512424558084014	32.72993788815525	32.802322705586775	36.272522259984285	36.188728292115165	36.17210504618021	36.18407880039692	36.145138390009706	37.93042454127147	37.92658938091657	37.92342250169965	39.35850891642799	39.34055459856372	39.33646741641276	39.314741493070926	39.201335179815175	39.201685296954416	39.0671909093176	38.925402260617446	38.90078344990332	38.857988080127	38.790306014087804	38.65475113353636	38.575080240268036	38.52772281073263	38.40725134906578	38.37766726437173	38.56325311134884	38.52694397626131	38.401569005762454	38.34163806645661	38.19351700083726	38.00579032000845	37.81876276548627	37.60145041394832	37.32589120809859	37.0300948093371	36.71649179620293	36.297994337242116	35.994300423123086	35.753598613486275	35.383947106693995	34.45068530603809	34.806231718393846	34.637471861541464	34.396377024661646	34.17134458414339	33.945788686778144	33.760776789306384	33.644605664839695	33.56435665883849	33.468285273256896	33.388633259166824	33.40692363340145	33.628079421026186
BR3-EC_bRNA_2	32.423584480059795	32.537391151908	32.557410269172344	35.9354139966536	35.906612969267016	35.894796937735094	35.93647395754342	35.89307866064264	37.543309500383714	37.613829684018725	37.637694145486655	39.14854309668159	39.06457031163802	39.03358131544852	39.01831768325024	38.83039546464258	38.79831142803437	38.7995341079287	38.81398705083825	38.774157093070684	38.69320585431137	38.60182593555946	38.602463089106664	38.525606069876346	38.43743139847906	38.29131801845869	38.10539547751172	38.04106231425894	37.95543062594687	36.99772691267238	37.08770468656357	37.59134642525053	37.43488176932334	37.27067426897689	37.09284499385902	36.94036620581374	36.91697464712772	36.70715917255245	36.33317593859631	36.04162217366631	35.75152764032646	35.408368857583596	35.02582701023381	34.71983295020799	34.52898787120404	34.31133259356707	34.09302314761881	33.90880157472423	33.74082532004475	33.58749513182677	33.42862324628234	33.39651309310228	33.42816308518174	33.472146617080774	33.69846693262417
LG1-EC_bRNA_1	33.29226315898413	33.47395918282864	33.43133535487343	36.6070109494339	36.64445266629409	36.65101870442048	36.68051559621634	36.694709325992314	38.687526131682986	38.655751367816805	38.65671943024307	40.361945784088476	40.37287783136354	40.38745189355522	40.381943020392626	40.326001828991636	40.28116211194022	40.24218104246901	40.14628012349786	40.09531923436925	40.00391576914659	39.85283306961542	39.83448408421222	39.803997646969854	39.72773292509892	39.873887171165876	39.83909641023814	39.77164371598252	39.690857460735714	39.54623455857387	39.39180373279366	39.26857719247163	39.1328575380782	38.92176113263005	38.666759097432504	38.444186210520726	38.14820949929954	37.913839476883325	37.66889298146488	37.30219551791809	36.86405929213474	36.49397566415044	35.059439157342	35.725907398893916	35.52959032598169	35.27935239693793	35.049014282453044	34.842524204954415	34.667751968535455	34.56446392112716	34.48327066942774	34.38109644202088	34.355901310891355	34.39372109851955	33.80848278677213
LG1-EC_bRNA_2	33.309908030274805	33.414566093322016	33.47468152119168	36.62068214904201	36.657865929804956	36.66477259398781	36.70276671565279	36.68296055582003	38.66163558462526	38.61676831287645	38.6191901593084	40.380956574834926	40.380204016862265	40.339714793809804	40.369075136809535	40.31984534417249	40.31645350286904	40.27320819608359	40.21989487368209	40.15528371267169	40.14561411877091	40.052478076184826	40.03413529632276	39.98711063307035	39.904358830272464	39.83048011277981	39.755563202731764	39.67457345623043	39.57608538049317	38.44604804340159	38.55153917050118	39.09277497311122	39.00301028222493	38.809251696059334	38.59509386729856	38.31900394180475	38.017643337133734	37.673100441769996	37.56799564090035	37.27969057788643	36.88848037356261	36.45411009051982	36.05214839525442	35.77972879838879	35.545133206078575	35.29075357509049	35.045680386925824	34.835805092171256	34.69321536256781	34.58289862150717	34.50588368718461	34.42609273967256	34.38515649786696	34.39790846981656	34.11296389366168
LG2-EC_bRNA_1	33.222932433191254	33.41494881834406	33.374130783657286	36.56407965119192	36.60457514707603	36.61271656528111	36.6422928134692	36.66220364382574	38.651854552708606	38.622565804499715	38.619471793141685	40.3003241885788	40.311774467428805	40.3249236373114	40.31648090071444	40.25657854897602	40.20226890091131	40.154676948021624	40.05101568766288	39.98910198841843	39.881490793507226	39.71562064828578	39.67761717782004	39.62763696726823	39.52740400780144	39.681713042804816	39.62868847953476	39.53137670273341	39.42180985327778	39.23779484813677	39.04377465029026	38.876984599229445	38.69292111956779	38.43239387344465	38.12702407985578	37.8650325455865	37.52768743132992	37.26750968280562	37.006376406665694	36.64228057313859	36.22249044363201	35.88871553237398	34.51043687847938	35.22688363944086	35.09028040267489	34.90217568697344	34.72910720968473	34.57006756404088	34.433883472982515	34.36422675570798	34.31040627484157	34.22227845273082	34.213593482768076	34.26707279330768	33.66810552707139
