Sample	0.0	0.010100872068526503	0.020201744137053005	0.03030261620557951	0.04040348827410601	0.05050436034263251	0.06060523241115902	0.07070610447968552	0.08080697654821202	0.09090784861673852	0.10100872068526502	0.11110959275379152	0.12121046482231804	0.13131133689084454	0.14141220895937104	0.15151308102789754	0.16161395309642404	0.17171482516495054	0.18181569723347704	0.19191656930200354	0.20201744137053004	0.21211831343905654	0.22221918550758304	0.23232005757610955	0.24242092964463607	0.25252407924914194	0.26262495131766844	0.27272582338619494	0.28282669545472144	0.29292756752324794	0.30302843959177445	0.31312931166030095	0.32323018372882745	0.33333105579735395	0.34343192786588045	0.35353279993440695	0.36363367200293345	0.37373454407145995	0.38383541613998645	0.39393628820851295	0.40403716027703945	0.41413803234556595	0.42423890441409245	0.434339776482619	0.4444406485511455	0.454541520619672	0.4646423926881985	0.474743264756725	0.4848441368252515	0.494945008893778	0.5050481584982839	0.5151490305668104	0.5252499026353369	0.5353507747038634	0.5454516467723899	0.5555525188409164	0.5656533909094429	0.5757542629779694	0.5858551350464959	0.5959560071150224	0.6060568791835489	0.6161577512520754	0.6262586233206019	0.6363594953891284	0.6464603674576549	0.6565612395261814	0.6666621115947079	0.6767629836632344	0.6868638557317609	0.6969647278002874	0.7070655998688139	0.7171664719373404	0.7272673440058669	0.7373682160743934	0.7474690881429199	0.7575722377474258	0.7676731098159523	0.7777739818844788	0.7878748539530053	0.7979757260215318	0.8080765980900583	0.8181774701585849	0.8282783422271114	0.8383792142956379	0.8484800863641644	0.8585809584326909	0.8686818305012174	0.8787827025697439	0.8888835746382704	0.8989844467067969	0.9090853187753234	0.9191861908438499	0.9292870629123764	0.9393879349809029	0.9494888070494294	0.9595896791179559	0.9696905511864824	0.9797914232550089	0.9898922953235354	0.9999954449280413	0.0	0.010099850280864093	0.020199700561728186	0.030301802258169825	0.04040165253903392	0.050503754235475554	0.06060360451633965	0.07070570621278129	0.08080555649364538	0.09090765819008702	0.10100750847095111	0.11110961016739275	0.12120946044825684	0.13131156214469847	0.14141141242556257	0.1515135141220042	0.1616133644028683	0.17171546609930993	0.18181531638017404	0.19191741807661566	0.20201726835747977	0.2121193700539214	0.2222192203347855	0.23232132203122713	0.24242117231209123	0.25252327400853286	0.26262312428939694	0.2727252259858386	0.28282507626670267	0.2929271779631443	0.3030270282440084	0.31312912994045006	0.32322898022131413	0.3333310819177558	0.34343093219861986	0.3535330338950615	0.3636328841759256	0.37373498587236725	0.38383483615323133	0.393936937849673	0.40403678813053706	0.4141388898269787	0.4242387401078428	0.43434084180428445	0.4444406920851485	0.4545427937815902	0.46464264406245426	0.4747447457588959	0.48484459603976	0.49494669773620165	0.5050465480170657	0.5151486497135074	0.5252484999943715	0.535350601690813	0.5454504519716772	0.5555525536681188	0.565652403948983	0.5757545056454245	0.5858543559262887	0.5959564576227303	0.6060563079035944	0.616158409600036	0.6262582598809001	0.6363603615773418	0.6464602118582059	0.6565623135546474	0.6666621638355116	0.6767642655319532	0.6868641158128173	0.6969662175092589	0.707066067790123	0.7171681694865647	0.7272680197674287	0.7373701214638704	0.7474699717447345	0.7575720734411762	0.7676719237220402	0.7777740254184818	0.787873875699346	0.7979759773957876	0.8080758276766516	0.8181779293730933	0.8282777796539574	0.8383798813503991	0.8484797316312631	0.8585818333277048	0.8686816836085689	0.8787837853050106	0.8888836355858746	0.8989857372823162	0.9090855875631804	0.919187689259622	0.929287539540486	0.9393896412369277	0.9494894915177918	0.9595915932142335	0.9696914434950975	0.9797935451915392	0.9898933954724033	0.999995497168845	0.0	0.010099136521386838	0.02020071362675661	0.030302290732126383	0.04040142725351322	0.050503004358883	0.060604581464252766	0.07070615856962253	0.08080529509100938	0.09090687219637915	0.10100844930174892	0.1111100264071187	0.12120916292850553	0.1313107400338753	0.14141231713924507	0.15151389424461484	0.1616130307660017	0.17171460787137147	0.18181618497674124	0.191917762082111	0.20201689860349784	0.2121184757088676	0.2222200528142374	0.23232162991960717	0.242420766440994	0.25252234354636377	0.26262392065173357	0.2727254977571033	0.28282463427849014	0.29292621138385994	0.3030277884892297	0.3131293655945995	0.3232285021159863	0.3333300792213561	0.34343165632672584	0.35353323343209564	0.36363236995348247	0.37373394705885227	0.383835524164222	0.3939371012695918	0.40403623779097864	0.4141378148963484	0.4242393920017182	0.43434096910708797	0.4444401056284748	0.45454168273384454	0.46464325983921434	0.4747448369445841	0.4848439734659709	0.4949455505713407	0.5050471276767105	0.5151487047820803	0.5252478413034671	0.5353494184088369	0.5454509955142066	0.5555525726195764	0.5656517091409633	0.575753286246333	0.5858548633517028	0.5959564404570725	0.6060555769784594	0.6161571540838292	0.626258731189199	0.6363603082945687	0.6464594448159555	0.6565610219213254	0.6666625990266951	0.6767641761320649	0.6868633126534517	0.6969648897588215	0.7070664668641913	0.717168043969561	0.7272671804909479	0.7373687575963176	0.7474703347016874	0.7575719118070572	0.767671048328444	0.7777726254338138	0.7878742025391836	0.7979757796445534	0.8080749161659402	0.8181764932713099	0.8282780703766798	0.8383796474820495	0.8484787840034363	0.8585803611088061	0.8686819382141759	0.8787835153195457	0.8888826518409325	0.8989842289463023	0.909085806051672	0.9191873831570418	0.9292865196784287	0.9393880967837984	0.9494896738891682	0.959591250994538	0.9696903875159248	0.9797919646212946	0.9898935417266643	0.9999951188320342	0.0	0.01009986235677228	0.02019972471354456	0.030302169494851938	0.040402031851624214	0.050504476632931596	0.060604338989703875	0.07070420134647615	0.08080664612778353	0.09090650848455581	0.10100895326586319	0.11110881562263547	0.12121126040394285	0.13131112276071513	0.1414109851174874	0.1515134298987948	0.16161329225556706	0.17171573703687443	0.18181559939364672	0.1919180441749541	0.20201790653172638	0.21211776888849865	0.22222021366980604	0.2323200760265783	0.2424225208078857	0.25252238316465797	0.26262482794596537	0.2727246903027376	0.2828245526595099	0.2929269974408173	0.3030268597975896	0.3131293045788969	0.3232291669356692	0.3333316117169766	0.34343147407374885	0.35353133643052115	0.36363378121182854	0.37373364356860084	0.3838360883499082	0.39393595070668047	0.40403581306345276	0.4141382578447601	0.4242381202015324	0.4343405649828398	0.4444404273396121	0.45454287212091943	0.4646427344776917	0.474742596834464	0.4848450416157714	0.49494490397254365	0.505047348753851	0.5151472111106233	0.5252496558919307	0.535349518248703	0.5454493806054752	0.5555518253867826	0.5656516877435549	0.5757541325248623	0.5858539948816346	0.595956439662942	0.6060563020197143	0.6161561643764865	0.6262586091577939	0.6363584715145661	0.6464609162958735	0.6565607786526458	0.6666632234339532	0.6767630857907255	0.6868629481474977	0.6969653929288051	0.7070652552855774	0.7171677000668848	0.7272675624236571	0.7373674247804294	0.7474698695617368	0.757569731918509	0.7676721766998164	0.7777720390565886	0.787874483837896	0.7979743461946683	0.8080742085514406	0.818176653332748	0.8282765156895202	0.8383789604708276	0.8484788228275999	0.8585812676089073	0.8686811299656796	0.8787809923224519	0.8888834371037593	0.8989832994605315	0.9090857442418389	0.9191856065986111	0.9292880513799185	0.9393879137366908	0.9494877760934631	0.9595902208747705	0.9696900832315428	0.9797925280128501	0.9898923903696224	0.9999948351509298	0.0	0.010100764132059943	0.020201528264119886	0.030302292396179827	0.04040305652823977	0.05050382066029971	0.06060458479235965	0.0707053489244196	0.08080611305647954	0.09090687718853949	0.10100764132059942	0.11110840545265936	0.1212091695847193	0.13131236880938582	0.14141313294144575	0.1515138970735057	0.16161466120556564	0.1717154253376256	0.18181618946968553	0.1919169536017455	0.20201771773380542	0.21211848186586535	0.2222192459979253	0.23232001012998524	0.2424207742620452	0.2525239734867117	0.26262473761877164	0.2727255017508316	0.2828262658828915	0.29292703001495146	0.3030277941470114	0.3131285582790714	0.3232293224111313	0.33333008654319124	0.3434308506752512	0.3535316148073111	0.36363237893937106	0.373733143071431	0.38383634229609753	0.39393710642815744	0.4040378705602174	0.41413863469227735	0.4242393988243373	0.4343401629563972	0.44444092708845717	0.45454169122051713	0.46464245535257703	0.474743219484637	0.48484398361669695	0.4949447477487569	0.5050479469734234	0.5151487111054833	0.5252494752375433	0.5353502393696032	0.5454510035016632	0.5555517676337232	0.565652531765783	0.575753295897843	0.5858540600299029	0.5959548241619629	0.6060555882940228	0.6161563524260828	0.6262595516507493	0.6363603157828093	0.6464610799148691	0.6565618440469291	0.666662608178989	0.676763372311049	0.686864136443109	0.6969649005751689	0.7070656647072289	0.7171664288392887	0.7272671929713487	0.7373679571034086	0.7474687212354686	0.7575719204601351	0.7676726845921951	0.777773448724255	0.7878742128563149	0.7979749769883748	0.8080757411204348	0.8181765052524947	0.8282772693845547	0.8383780335166147	0.8484787976486746	0.8585795617807345	0.8686803259127944	0.8787835251374609	0.8888842892695209	0.8989850534015809	0.9090858175336408	0.9191865816657008	0.9292873457977607	0.9393881099298206	0.9494888740618805	0.9595896381939405	0.9696904023260005	0.9797911664580604	0.9898919305901204	0.9999951298147869	0.0	0.010099392093273638	0.020201410133529402	0.03030080222680304	0.040402820267058805	0.05050221236033244	0.06060423040058821	0.07070624844084399	0.08080564053411761	0.09090765857437338	0.10100705066764702	0.11110906870790278	0.12121108674815856	0.13131047884143218	0.14141249688168797	0.1515118889749616	0.16161390701521736	0.17171592505547312	0.18181531714874677	0.19191733518900253	0.20201672728227618	0.21211874532253194	0.2222207633627877	0.23232015545606136	0.24242217349631712	0.25252156558959077	0.2626235836298465	0.2727256016701023	0.28282499376337594	0.2929270118036317	0.3030264038969053	0.31312842193716106	0.32323043997741685	0.3333298320706905	0.34343185011094624	0.3535312422042199	0.3636332602444757	0.3737352782847314	0.38383467037800506	0.39393668841826085	0.40403608051153445	0.41413809855179023	0.424240116592046	0.4343395086853196	0.4444415267255754	0.45454091881884906	0.4646429368591048	0.4747449548993606	0.48484434699263423	0.49494636503288997	0.5050457571261636	0.5151477751664194	0.525247167259693	0.5353491852999488	0.5454512033402046	0.5555505954334782	0.565652613473734	0.5757520055670076	0.5858540236072634	0.5959560416475191	0.6060554337407927	0.6161574517810485	0.6262568438743221	0.6363588619145779	0.6464608799548337	0.6565602720481073	0.6666622900883631	0.6767616821816368	0.6868637002218925	0.6969657182621483	0.707065110355422	0.7171671283956776	0.7272665204889514	0.7373685385292071	0.7474705565694628	0.7575699486627365	0.7676719667029923	0.7777713587962659	0.7878733768365217	0.7979753948767775	0.8080747869700511	0.8181768050103069	0.8282761971035805	0.8383782151438363	0.848480233184092	0.8585796252773656	0.8686816433176214	0.878781035410895	0.8888830534511508	0.8989850714914066	0.9090844635846802	0.919186481624936	0.9292858737182096	0.9393878917584654	0.9494899097987212	0.9595893018919948	0.9696913199322506	0.9797907120255243	0.9898927300657799	0.9999947481060357	0.0	0.010100912465202599	0.020201824930405198	0.030302737395607796	0.040403649860810395	0.05050456232601299	0.06060547479121559	0.07070638725641819	0.08080729972162079	0.09090821218682338	0.10100912465202598	0.11111003711722858	0.12121094958243119	0.1313118620476338	0.14141277451283638	0.15151368697803896	0.16161459944324158	0.17171551190844417	0.18181642437364676	0.19191733683884937	0.20201824930405196	0.21211916176925455	0.22222007423445717	0.23232098669965975	0.24242189916486237	0.25252281163006496	0.2626237240952676	0.27272463656047014	0.28282554902567275	0.29292646149087537	0.30302737395607793	0.31312828642128054	0.32322919888648316	0.3333301113516857	0.34343102381688834	0.35353193628209095	0.3636328487472935	0.37373376121249613	0.38383467367769875	0.3939355861429013	0.4040364986081039	0.41413741107330654	0.4242383235385091	0.4343392360037117	0.44444014846891433	0.4545410609341169	0.4646419733993195	0.4747428858645221	0.48484379832972474	0.4949447107949273	0.5050480397463656	0.5151489522115682	0.5252498646767708	0.5353507771419734	0.545451689607176	0.5555526020723786	0.5656535145375812	0.5757544270027838	0.5858553394679864	0.595956251933189	0.6060571643983916	0.6161580768635941	0.6262589893287968	0.6363599017939994	0.646460814259202	0.6565617267244046	0.6666626391896072	0.6767635516548097	0.6868644641200123	0.696965376585215	0.7070662890504176	0.7171672015156202	0.7272681139808228	0.7373690264460253	0.7474699389112279	0.7575708513764305	0.7676717638416332	0.7777726763068358	0.7878735887720384	0.797974501237241	0.8080754137024435	0.8181763261676461	0.8282772386328487	0.8383781510980514	0.848479063563254	0.8585799760284566	0.8686808884936591	0.8787818009588617	0.8888827134240643	0.898983625889267	0.9090845383544696	0.9191854508196722	0.9292863632848747	0.9393872757500773	0.9494881882152799	0.9595891006804825	0.9696900131456851	0.9797909256108878	0.9898918380760903	0.9999951670275287	0.0	0.010099883200178501	0.020199766400357002	0.03030192640017486	0.04040180960035336	0.050503969600171214	0.06060385280034972	0.07070601280016757	0.08080589600034607	0.09090805600016393	0.10100793920034243	0.11111009920016028	0.12120998240033878	0.13131214240015665	0.14141202560033514	0.151514185600153	0.1616140688003315	0.17171622880014936	0.18181611200032785	0.19191827200014572	0.2020181552003242	0.21211803840050272	0.22222019840032056	0.23232008160049908	0.24242224160031692	0.2525221248004954	0.2626242848003133	0.27272416800049176	0.28282632800030966	0.2929262112004882	0.303028371200306	0.31312825440048453	0.32323041440030237	0.3333302976004809	0.3434324576002987	0.35353234080047724	0.3636345008002951	0.3737343840004736	0.38383654400029144	0.39393642720046995	0.4040363104006484	0.4141384704004663	0.42423835360064477	0.43434051360046266	0.4444403968006411	0.454542556800459	0.4646424400006375	0.4747446000004554	0.48484448320063384	0.49494664320045173	0.5050465264006302	0.5151486864004481	0.5252485696006266	0.5353507296004444	0.5454506128006229	0.5555527728004408	0.5656526560006193	0.5757548160004371	0.5858546992006156	0.5959568592004335	0.606056742400612	0.6161566256007905	0.6262587856006083	0.6363586688007868	0.6464608288006047	0.6565607120007833	0.666662872000601	0.6767627552007796	0.6868649152005974	0.696964798400776	0.7070669584005937	0.7171668416007723	0.7272690016005902	0.7373688848007687	0.7474710448005865	0.757570928000765	0.7676730880005829	0.7777729712007614	0.7878751312005792	0.7979750144007577	0.8080748976009362	0.8181770576007541	0.8282769408009326	0.8383791008007504	0.8484789840009289	0.8585811440007468	0.8686810272009253	0.8787831872007431	0.8888830704009216	0.8989852304007395	0.909085113600918	0.9191872736007358	0.9292871568009143	0.9393893168007322	0.9494892000009107	0.9595913600007285	0.969691243200907	0.9797934032007249	0.9898932864009035	0.9999954464007212	0.0	0.010099506862658883	0.020201268582844593	0.030300775445503476	0.04040253716568919	0.0505042988858749	0.06060380574853378	0.07070556746871949	0.0808073291889052	0.09090683605156408	0.1010085977717498	0.1111103594919355	0.12120986635459438	0.13131162807478008	0.14141338979496582	0.15151289665762468	0.1616146583778104	0.17171416524046929	0.181815926960655	0.1919176886808407	0.2020171955434996	0.2121189572636853	0.222220718983871	0.2323202258465299	0.2424219875667156	0.2525237492869013	0.26262325614956017	0.2727250178697459	0.28282677958993163	0.2929262864525905	0.3030280481727762	0.3131298098929619	0.3232293167556208	0.3333310784758065	0.3434305853384654	0.3535323470586511	0.3636341087788368	0.3737336156414957	0.3838353773616814	0.3939371390818671	0.404036645944526	0.4141384076647117	0.4242401693848974	0.4343396762475563	0.444441437967742	0.4545431996879277	0.4646427065505866	0.4747444682707723	0.484846229990958	0.4949457368536169	0.5050474985738026	0.5151470054364615	0.5252487671566473	0.5353505288768329	0.5454500357394918	0.5555517974596775	0.5656535591798633	0.5757530660425221	0.5858548277627078	0.5959565894828935	0.6060560963455524	0.6161578580657381	0.6262596197859238	0.6363591266485827	0.6464608883687685	0.6565626500889541	0.666662156951613	0.6767639186717987	0.6868634255344576	0.6969651872546433	0.707066948974829	0.717166455837488	0.7272682175576736	0.7373699792778593	0.7474694861405182	0.757571247860704	0.7676730095808897	0.7777725164435485	0.7878742781637342	0.79797603988392	0.8080755467465788	0.8181773084667645	0.8282790701869502	0.8383785770496092	0.8484803387697948	0.8585798456324537	0.8686816073526394	0.8787833690728252	0.888882875935484	0.8989846376556697	0.9090863993758554	0.9191859062385144	0.9292876679587	0.9393894296788857	0.9494889365415446	0.9595906982617304	0.969692459981916	0.9797919668445749	0.9898937285647607	0.9999954902849464	0.0	0.010099748547068325	0.02019949709413665	0.030302021059876883	0.040401769606945206	0.05050429357268544	0.060604042119753766	0.070706566085494	0.08080631463256233	0.09090606317963065	0.10100858714537088	0.1111083356924392	0.12121085965817943	0.13131060820524776	0.141413132170988	0.15151288071805633	0.16161262926512465	0.17171515323086486	0.1818149017779332	0.19191742574367343	0.20201717429074176	0.212119698256482	0.22221944680355032	0.23231919535061865	0.24242171931635886	0.2525214678634272	0.2626239918291674	0.27272374037623576	0.282826264341976	0.2929260128890443	0.30302853685478454	0.3131282854018529	0.3232280339489212	0.33333055791466143	0.34343030646172973	0.35353283042746997	0.3636325789745383	0.37373510294027856	0.38383485148734686	0.3939346000344152	0.4040371240001554	0.41413687254722376	0.424239396512964	0.4343391450600323	0.44444166902577253	0.4545414175728409	0.4646411661199092	0.47474369008564943	0.4848434386327177	0.49494596259845797	0.5050457111455263	0.5151482351112665	0.5252479836583348	0.5353505076240751	0.5454502561711434	0.5555500047182117	0.565652528683952	0.5757522772310203	0.5858548011967605	0.5959545497438289	0.6060570737095691	0.6161568222566374	0.6262565708037058	0.636359094769446	0.6464588433165143	0.6565613672822546	0.6666611158293229	0.676763639795063	0.6868633883421315	0.6969631368891998	0.7070656608549399	0.7171654094020083	0.7272679333677485	0.7373676819148168	0.7474702058805571	0.7575699544276254	0.7676724783933656	0.777772226940434	0.7878719754875023	0.7979744994532425	0.8080742480003108	0.8181767719660511	0.8282765205131194	0.8383790444788596	0.848478793025928	0.8585785415729963	0.8686810655387365	0.8787808140858049	0.8888833380515451	0.8989830865986134	0.9090856105643537	0.919185359111422	0.9292851076584903	0.9393876316242306	0.9494873801712989	0.959589904137039	0.9696896526841075	0.9797921766498476	0.9898919251969159	0.9999944491626562	0.0	0.010099537838346663	0.020199075676693327	0.03030165005678333	0.040401187895129996	0.05050376227522	0.06060330011356666	0.07070587449365666	0.08080541233200333	0.09090798671209332	0.10100752455044	0.11111009893053	0.12120963676887667	0.13131221114896666	0.14141174898731332	0.15151128682565998	0.16161386120575	0.17171339904409666	0.18181597342418665	0.19191551126253334	0.20201808564262333	0.21211762348097	0.22222019786106	0.23231973569940667	0.24242231007949666	0.2525218479178433	0.2626244222979333	0.27272396013628	0.28282653451637	0.2929260723547167	0.30302561019306334	0.31312818457315333	0.3232277224115	0.33333029679159	0.34342983462993665	0.35353240901002664	0.3636319468483733	0.37373452122846335	0.38383405906681	0.3939366334469	0.40403617128524666	0.41413874566533665	0.4242382835036833	0.43433782134203	0.44444039572212	0.4545399335604667	0.46464250794055667	0.47474204577890333	0.4848446201589933	0.49494415799734	0.50504673237743	0.5151462702157766	0.5252488445958666	0.5353483824342133	0.5454509568143033	0.5555504946526499	0.56565306903274	0.5757526068710866	0.5858521447094334	0.5959547190895234	0.60605425692787	0.61615683130796	0.6262563691463067	0.6363589435263967	0.6464584813647434	0.6565610557448334	0.66666059358318	0.67676316796327	0.6868627058016167	0.6969652801817067	0.7070648180200533	0.7171643558584	0.72726693023849	0.7373664680768367	0.7474690424569267	0.7575685802952733	0.7676711546753633	0.77777069251371	0.7878732668938	0.7979728047321466	0.8080753791122367	0.8181749169505833	0.8282774913306733	0.83837702916902	0.84847960354911	0.8585791413874566	0.8686786792258033	0.8787812536058933	0.88888079144424	0.89898336582433	0.9090829036626766	0.9191854780427666	0.9292850158811133	0.9393875902612033	0.9494871280995499	0.95958970247964	0.9696892403179866	0.9797918146980766	0.9898913525364234	0.9999939269165133
BR_EC_ATAC_REP1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
BR_EC_ATAC_REP2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
BR_EC_ATAC_REP3																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
BR_EC_ATAC_REP4																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
LG_EC_ATAC_REP1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
LG_EC_ATAC_REP2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
LG_EC_ATAC_REP3																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
LG_EC_ATAC_REP4																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
LV_EC_ATAC_REP1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
